OLS_coef,OLS_se,OLS_p,OLS_N,FS_coef,FS_se,FS_p,FS_F,RF_coef,RF_se,RF_p,2SLS_coef,2SLS_se,2SLS_p,2SLS_N,Excl_light_coef,Excl_light_p
-0.0007048856879442953,0.00047141840678324053,0.13486599352884188,24722,-0.1894683966932004,0.10800668515416557,0.0794062241731115,3.07731735102251,-0.006997933026505878,0.0076796085845119485,0.36218187955143644,0.03693456612628212,0.04053239864033973,0.3621818795516307,24722,-0.007133627084663227,0.3513692435754092
