变量,分位数,低组系数,低组p,高组系数,高组p,差异
hhi_d,25,-0.0007074487874202777,0.5303512378749367,-0.0003311351938660676,0.5300137662005628,0.0003763135935542101
hhi_d,33,-0.0011155113607431684,0.26497128650236146,-0.00025435853331014853,0.679247104755389,0.0008611528274330199
hhi_d,40,-0.0014170952995659276,0.11589654604260802,-0.00022683223527872326,0.7175703651211633,0.0011902630642872042
hhi_d,50,-0.0012174339817273712,0.15013852047892806,9.50540713446912e-05,0.8834193403853923,0.0013124880530720625
hhi_d,60,-0.0010796542490680127,0.16787007661895004,0.00039863865416885725,0.6243564278542135,0.00147829290323687
hhi_d,67,-0.001156104528161198,0.07842821711961312,0.0003839313334001856,0.6671683333650993,0.0015400358615613836
hhi_d,75,-0.0012112045106449608,0.02534757474187166,-7.926373949257544e-05,0.9348078352970677,0.0011319407711523853
